!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='9.0' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R05643	-61.0	2.2	9.0	0.1	298.15	
R05644	-9.2	6.5	9.0	0.1	298.15	
R05645	3.5	4.5	9.0	0.1	298.15	
R05646	-20.4	2.7	9.0	0.1	298.15	
R05647	-8.8	2.4	9.0	0.1	298.15	
R05648	8.7	4.1	9.0	0.1	298.15	
R05649	-52.8	2.2	9.0	0.1	298.15	
R05650	-379.7	12.0	9.0	0.1	298.15	
R05651	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05652	0.3	3.8	9.0	0.1	298.15	
R05653	-385.6	33.7	9.0	0.1	298.15	
R05654	-357.5	35.3	9.0	0.1	298.15	
R05655	-430.8	7.0	9.0	0.1	298.15	
R05656	-73.3	34.2	9.0	0.1	298.15	
R05657	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05658	17.7	31.1	9.0	0.1	298.15	
R05659	-48.7	4.0	9.0	0.1	298.15	
R05661	-25.5	2.4	9.0	0.1	298.15	
R05662	-24.7	8.2	9.0	0.1	298.15	
R05663	-58.8	2.2	9.0	0.1	298.15	
R05664	-58.8	2.2	9.0	0.1	298.15	
R05665	-385.6	13.6	9.0	0.1	298.15	
R05666	-203.3	3.6	9.0	0.1	298.15	
R05668	-6.1	7.9	9.0	0.1	298.15	
R05669	-195.6	4.9	9.0	0.1	298.15	
R05670	331.6	4.2	9.0	0.1	298.15	
R05671	86.1	8.4	9.0	0.1	298.15	
R05672	-34.7	3.4	9.0	0.1	298.15	
R05673	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05674	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05675	896.7	2.1	9.0	0.1	298.15	
R05676	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05677	-10.3	3.5	9.0	0.1	298.15	
R05678	9.2	1.9	9.0	0.1	298.15	
R05679	7.3	2.9	9.0	0.1	298.15	
R05680	8.3	2.9	9.0	0.1	298.15	
R05681	-0.1	1.9	9.0	0.1	298.15	
R05682	-4.1	3.1	9.0	0.1	298.15	
R05683	8.9	1.9	9.0	0.1	298.15	
R05684	9.8	2.0	9.0	0.1	298.15	
R05685	11.7	2.0	9.0	0.1	298.15	
R05686	12.7	2.0	9.0	0.1	298.15	
R05687	7.9	11.5	9.0	0.1	298.15	
R05688	11.8	2.4	9.0	0.1	298.15	
R05689	9.2	1.9	9.0	0.1	298.15	
R05690	9.2	1.9	9.0	0.1	298.15	
R05691	-4.1	3.1	9.0	0.1	298.15	
R05692	-4.1	3.1	9.0	0.1	298.15	
R05693	9.2	1.9	9.0	0.1	298.15	
R05694	10.2	2.0	9.0	0.1	298.15	
R05695	-298.4	17.5	9.0	0.1	298.15	
R05696	-116.6	10.2	9.0	0.1	298.15	
R05697	-181.9	8.5	9.0	0.1	298.15	
R05698	-120.2	8.8	9.0	0.1	298.15	
R05699	-52.1	2.2	9.0	0.1	298.15	
R05700	-53.2	8.8	9.0	0.1	298.15	
R05701	-52.2	8.9	9.0	0.1	298.15	
R05702	48.9	3.5	9.0	0.1	298.15	
R05703	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05704	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05705	10.3	5.9	9.0	0.1	298.15	
R05706	11.3	5.9	9.0	0.1	298.15	
R05707	-33.4	11.1	9.0	0.1	298.15	
R05708	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05711	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05712	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05713	39.7	8.6	9.0	0.1	298.15	
R05714	10.2	6.0	9.0	0.1	298.15	
R05715	7.1	4.0	9.0	0.1	298.15	
R05716	8.1	4.0	9.0	0.1	298.15	
R05717	44.3	7.6	9.0	0.1	298.15	
R05718	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05719	-337.5	15.7	9.0	0.1	298.15	
R05720	-378.2	15.1	9.0	0.1	298.15	
R05721	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05722	-449.1	9.2	9.0	0.1	298.15	
R05723	-514.8	9.8	9.0	0.1	298.15	
R05724	-500.0	20.1	9.0	0.1	298.15	
R05725	-501.0	20.1	9.0	0.1	298.15	
R05727	-400.7	6.5	9.0	0.1	298.15	
R05728	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05729	-407.6	8.8	9.0	0.1	298.15	
R05730	-407.6	8.8	9.0	0.1	298.15	
R05731	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05732	-433.4	7.0	9.0	0.1	298.15	
R05733	-425.4	6.7	9.0	0.1	298.15	
R05734	-496.9	6.2	9.0	0.1	298.15	
R05735	-66.4	8.2	9.0	0.1	298.15	
R05736	-384.9	6.1	9.0	0.1	298.15	
R05737	-426.4	6.7	9.0	0.1	298.15	
R05738	-497.9	6.2	9.0	0.1	298.15	
R05739	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05740	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05741	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05742	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05743	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05744	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05745	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05746	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05747	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05748	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05749	-50.1	18.5	9.0	0.1	298.15	
R05750	-50.1	18.5	9.0	0.1	298.15	
R05751	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05752	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05753	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05754	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05755	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05756	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05757	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05758	-25.9	4.3	9.0	0.1	298.15	
R05759	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05760	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05761	9.9	7.2	9.0	0.1	298.15	
R05762	9.9	7.2	9.0	0.1	298.15	
R05763	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05764	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05765	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05766	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05767	6.3	3.4	9.0	0.1	298.15	
R05768	-23.9	8.1	9.0	0.1	298.15	
R05769	-74.4	5.3	9.0	0.1	298.15	
R05771	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05772	-0.6	2.9	9.0	0.1	298.15	
R05773	-6.0	15.0	9.0	0.1	298.15	
R05774	0.1	6.1	9.0	0.1	298.15	
R05775	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05776	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05777	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05778	-502.8	12.1	9.0	0.1	298.15	
R05779	-50.8	2.5	9.0	0.1	298.15	
R05780	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05781	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05782	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05783	-14.5	4.4	9.0	0.1	298.15	
R05784	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05788	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05789	-13.6	2.6	9.0	0.1	298.15	
R05790	-11.2	2.4	9.0	0.1	298.15	
R05791	-13.7	2.4	9.0	0.1	298.15	
R05792	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05793	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05794	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05795	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05798	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05799	14.1	2.5	9.0	0.1	298.15	
R05800	-30.3	2.7	9.0	0.1	298.15	
R05801	-35.2	2.7	9.0	0.1	298.15	
R05802	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05803	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05804	-27.0	0.9	9.0	0.1	298.15	
R05805	-25.5	1.4	9.0	0.1	298.15	
R05806	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05807	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05808	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05809	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05810	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05811	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05812	52.6	14.9	9.0	0.1	298.15	
R05813	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05814	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05815	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05817	81.4	9.9	9.0	0.1	298.15	
R05818	60.6	8.2	9.0	0.1	298.15	
R05819	59.2	8.6	9.0	0.1	298.15	
R05820	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05821	-490.4	8.7	9.0	0.1	298.15	
R05822	-556.7	6.7	9.0	0.1	298.15	
R05823	22.3	7.2	9.0	0.1	298.15	
R05824	-78.9	6.6	9.0	0.1	298.15	
R05825	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05826	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05827	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05828	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05829	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05830	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05831	8.1	2.7	9.0	0.1	298.15	
R05832	-398.0	6.4	9.0	0.1	298.15	
R05833	-343.1	29.5	9.0	0.1	298.15	
R05834	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05835	-4.4	4.3	9.0	0.1	298.15	
R05836	66.4	6.9	9.0	0.1	298.15	
R05837	-3.0	6.2	9.0	0.1	298.15	
R05838	-235.1	8.4	9.0	0.1	298.15	
R05839	-0.5	7.2	9.0	0.1	298.15	
R05840	496.5	11.1	9.0	0.1	298.15	
R05841	-34.3	17.1	9.0	0.1	298.15	
R05842	18.0	7.7	9.0	0.1	298.15	
R05843	-339.8	12.5	9.0	0.1	298.15	
R05844	52.3	8.1	9.0	0.1	298.15	
R05845	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05846	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05847	-11.5	15.1	9.0	0.1	298.15	
R05848	-11.5	15.1	9.0	0.1	298.15	
R05849	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05850	-0.5	2.6	9.0	0.1	298.15	
R05852	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05853	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05854	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05855	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05856	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05857	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05858	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05859	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05860	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05861	-96.8	8.6	9.0	0.1	298.15	
R05862	-85.9	12.7	9.0	0.1	298.15	
R05863	-92.6	11.2	9.0	0.1	298.15	
R05864	-0.7	2.9	9.0	0.1	298.15	
R05865	-54.2	3.4	9.0	0.1	298.15	
R05866	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05867	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05868	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05869	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05870	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05871	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05872	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05873	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05874	-11.5	15.1	9.0	0.1	298.15	
R05875	35.2	5.9	9.0	0.1	298.15	
R05876	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05877	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05878	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05879	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05880	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05881	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05882	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05884	-51.1	6.4	9.0	0.1	298.15	
R05885	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05886	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05887	-97.2	42.8	9.0	0.1	298.15	
R05888	110.1	3.5	9.0	0.1	298.15	
R05889	-97.2	42.8	9.0	0.1	298.15	
R05890	110.1	3.5	9.0	0.1	298.15	
R05891	nan	nan	9.0	0.1	298.15	uncertainty is too high
R05892	628.7	21.1	9.0	0.1	298.15	
R05893	519.5	19.9	9.0	0.1	298.15	
R05894	757.9	22.8	9.0	0.1	298.15	
R05895	85.5	18.4	9.0	0.1	298.15	
R05896	-202.3	3.6	9.0	0.1	298.15	
R05897	-138.9	3.9	9.0	0.1	298.15	
R05898	47.9	6.4	9.0	0.1	298.15	
R05899	-157.1	1.3	9.0	0.1	298.15	
R05900	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06046	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06047	-22.4	4.3	9.0	0.1	298.15	
R06048	-72.7	5.3	9.0	0.1	298.15	
R06054	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06063	-126.0	21.6	9.0	0.1	298.15	
R06064	-126.0	21.6	9.0	0.1	298.15	
R06117	-5.1	3.0	9.0	0.1	298.15	
R06119	-398.0	6.4	9.0	0.1	298.15	
R06120	-186.7	11.9	9.0	0.1	298.15	
R06124	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06126	4.0	3.6	9.0	0.1	298.15	
R06131	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06132	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06133	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06134	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06137	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06146	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06154	-80.5	10.6	9.0	0.1	298.15	
R06166	-4.1	3.1	9.0	0.1	298.15	
R06171	-1.8	4.3	9.0	0.1	298.15	
R06180	17.8	4.6	9.0	0.1	298.15	
R06194	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06195	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06196	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06223	-169.5	9.2	9.0	0.1	298.15	
R06254	-648.3	43.9	9.0	0.1	298.15	
R06255	-677.6	43.9	9.0	0.1	298.15	
R06256	22.0	3.3	9.0	0.1	298.15	
R06257	371.2	23.5	9.0	0.1	298.15	
R06265	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06266	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06267	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06268	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06269	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06270	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06271	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06272	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06282	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06284	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06286	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06287	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06288	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06291	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06292	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06293	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06294	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06295	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06296	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06297	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06298	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06299	-66.6	33.3	9.0	0.1	298.15	
R06300	-66.6	33.3	9.0	0.1	298.15	
R06301	-168.0	35.2	9.0	0.1	298.15	
R06302	-168.0	35.2	9.0	0.1	298.15	
R06303	-150.7	34.0	9.0	0.1	298.15	
R06304	-174.8	42.2	9.0	0.1	298.15	
R06305	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06306	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06307	3.7	4.4	9.0	0.1	298.15	
R06308	-398.0	6.4	9.0	0.1	298.15	
R06309	-398.0	6.4	9.0	0.1	298.15	
R06310	-1.4	15.1	9.0	0.1	298.15	
R06311	3.1	4.4	9.0	0.1	298.15	
R06312	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06313	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06314	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06315	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06316	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06317	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06318	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06319	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06320	538.5	11.5	9.0	0.1	298.15	
R06321	1548.2	30.4	9.0	0.1	298.15	
R06322	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06323	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06324	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06325	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06326	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06327	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06328	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06329	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06330	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06331	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06332	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06333	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06334	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06335	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06336	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06337	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06338	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06339	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06340	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06341	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06342	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06343	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06344	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06345	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06346	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06347	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06348	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06349	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06350	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06351	-384.9	6.1	9.0	0.1	298.15	
R06352	-157.1	1.3	9.0	0.1	298.15	
R06353	-157.1	1.3	9.0	0.1	298.15	
R06354	-426.4	6.7	9.0	0.1	298.15	
R06355	-63.8	1.7	9.0	0.1	298.15	
R06356	-63.8	1.7	9.0	0.1	298.15	
R06357	-59.8	2.2	9.0	0.1	298.15	
R06358	-270.2	1.6	9.0	0.1	298.15	
R06359	-270.2	1.6	9.0	0.1	298.15	
R06361	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06363	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06364	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06365	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06366	-59.8	2.2	9.0	0.1	298.15	
R06367	-133.5	15.4	9.0	0.1	298.15	
R06368	-152.4	15.4	9.0	0.1	298.15	
R06369	86.9	6.6	9.0	0.1	298.15	
R06370	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06371	-28.4	9.8	9.0	0.1	298.15	
R06372	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06373	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06374	-80.6	2.8	9.0	0.1	298.15	
R06375	-80.6	2.8	9.0	0.1	298.15	
R06376	-5.1	3.0	9.0	0.1	298.15	
R06377	-5.1	3.0	9.0	0.1	298.15	
R06378	-5.1	3.0	9.0	0.1	298.15	
R06379	-5.1	3.0	9.0	0.1	298.15	
R06380	0.0	0.0	9.0	0.1	298.15	
R06381	0.0	0.0	9.0	0.1	298.15	
R06382	-5.1	3.0	9.0	0.1	298.15	
R06383	-5.1	3.0	9.0	0.1	298.15	
R06384	-5.1	3.0	9.0	0.1	298.15	
R06385	-5.1	3.0	9.0	0.1	298.15	
R06386	-354.3	9.9	9.0	0.1	298.15	
R06387	-354.3	9.9	9.0	0.1	298.15	
R06388	-354.3	9.9	9.0	0.1	298.15	
R06389	-354.3	9.9	9.0	0.1	298.15	
R06390	-57.4	8.0	9.0	0.1	298.15	
R06391	-52.6	8.1	9.0	0.1	298.15	
R06392	-57.4	8.0	9.0	0.1	298.15	
R06393	-52.6	8.1	9.0	0.1	298.15	
R06394	-66.3	1.6	9.0	0.1	298.15	
R06395	-66.3	1.6	9.0	0.1	298.15	
R06396	-133.5	15.4	9.0	0.1	298.15	
R06397	-1259.9	15.3	9.0	0.1	298.15	
R06398	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06399	-5.1	3.0	9.0	0.1	298.15	
R06400	-354.3	9.9	9.0	0.1	298.15	
R06401	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06402	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06403	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06404	-298.7	7.3	9.0	0.1	298.15	
R06405	-80.6	2.8	9.0	0.1	298.15	
R06406	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06407	-59.8	2.2	9.0	0.1	298.15	
R06408	-59.8	2.2	9.0	0.1	298.15	
R06409	-17.6	15.3	9.0	0.1	298.15	
R06410	-17.6	15.3	9.0	0.1	298.15	
R06411	3.2	3.7	9.0	0.1	298.15	
R06412	3.2	3.7	9.0	0.1	298.15	
R06413	7.8	3.6	9.0	0.1	298.15	
R06414	-23.6	7.1	9.0	0.1	298.15	
R06415	-38.0	15.3	9.0	0.1	298.15	
R06417	45.8	6.6	9.0	0.1	298.15	
R06418	-78.8	6.6	9.0	0.1	298.15	
R06419	28.4	6.5	9.0	0.1	298.15	
R06420	28.4	6.5	9.0	0.1	298.15	
R06421	1610.6	12.2	9.0	0.1	298.15	
R06422	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06423	24.7	4.7	9.0	0.1	298.15	
R06424	-12.1	12.0	9.0	0.1	298.15	
R06426	26.6	4.7	9.0	0.1	298.15	
R06427	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06428	-68.9	13.7	9.0	0.1	298.15	
R06429	15.8	3.1	9.0	0.1	298.15	
R06430	15.8	3.1	9.0	0.1	298.15	
R06432	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06433	0.0	0.0	9.0	0.1	298.15	
R06434	4.1	3.1	9.0	0.1	298.15	
R06435	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06436	4.1	3.1	9.0	0.1	298.15	
R06437	-12.3	12.0	9.0	0.1	298.15	
R06438	81.0	2.8	9.0	0.1	298.15	
R06439	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06440	0.0	0.0	9.0	0.1	298.15	
R06441	92.4	2.8	9.0	0.1	298.15	
R06443	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06445	170.6	2.2	9.0	0.1	298.15	
R06446	80.6	2.8	9.0	0.1	298.15	
R06447	-665.9	56.2	9.0	0.1	298.15	
R06448	-177.0	65.7	9.0	0.1	298.15	
R06449	-1199.9	18.5	9.0	0.1	298.15	
R06450	-29.4	9.5	9.0	0.1	298.15	
R06451	-32.9	9.8	9.0	0.1	298.15	
R06452	-25.7	9.5	9.0	0.1	298.15	
R06453	-95.8	62.5	9.0	0.1	298.15	
R06454	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06455	-25.5	9.5	9.0	0.1	298.15	
R06456	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06457	-29.3	9.5	9.0	0.1	298.15	
R06458	-110.8	52.8	9.0	0.1	298.15	
R06459	-126.4	62.7	9.0	0.1	298.15	
R06460	-29.3	9.5	9.0	0.1	298.15	
R06461	-32.9	9.5	9.0	0.1	298.15	
R06462	-387.0	6.1	9.0	0.1	298.15	
R06463	-399.3	6.5	9.0	0.1	298.15	
R06464	-399.3	6.5	9.0	0.1	298.15	
R06465	-390.7	33.5	9.0	0.1	298.15	
R06466	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06467	-390.7	33.5	9.0	0.1	298.15	
R06468	-390.7	33.5	9.0	0.1	298.15	
R06469	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06470	-390.7	33.5	9.0	0.1	298.15	
R06471	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06472	4.1	3.1	9.0	0.1	298.15	
R06473	4.1	3.1	9.0	0.1	298.15	
R06474	4.1	3.1	9.0	0.1	298.15	
R06475	4.1	3.1	9.0	0.1	298.15	
R06476	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06477	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06478	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06479	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06480	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06481	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06482	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06483	nan	nan	9.0	0.1	298.15	uncertainty is too high
R06484	-25.5	9.5	9.0	0.1	298.15	
R06485	-25.4	9.5	9.0	0.1	298.15	
R06486	-25.5	9.5	9.0	0.1	298.15	
R06487	-25.4	9.5	9.0	0.1	298.15	
R06488	-25.5	9.5	9.0	0.1	298.15	
R06489	-25.4	9.5	9.0	0.1	298.15	
R06490	-25.5	9.5	9.0	0.1	298.15	
R06491	-25.4	9.5	9.0	0.1	298.15	
R06492	-25.5	9.5	9.0	0.1	298.15	
R06493	-25.4	9.5	9.0	0.1	298.15	
R06494	-25.4	9.5	9.0	0.1	298.15	
R06495	-25.4	9.5	9.0	0.1	298.15	
R06496	-25.4	9.5	9.0	0.1	298.15	
R06497	-25.4	9.5	9.0	0.1	298.15	
R06498	-25.5	9.5	9.0	0.1	298.15	
R06499	-25.4	9.5	9.0	0.1	298.15	
R06500	-610.8	9.5	9.0	0.1	298.15	
R06501	-343.8	6.4	9.0	0.1	298.15	
R06502	-0.0	0.0	9.0	0.1	298.15	
R06503	-31.2	4.0	9.0	0.1	298.15	
R06504	-51.3	9.0	9.0	0.1	298.15	
R06505	59.5	9.0	9.0	0.1	298.15	
R06506	-18.4	9.6	9.0	0.1	298.15	
