!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='6.5' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R04978	78.3	6.6	6.5	0.1	298.15	
R04979	nan	nan	6.5	0.1	298.15	uncertainty is too high
R04980	-2106.6	20.5	6.5	0.1	298.15	
R04981	nan	nan	6.5	0.1	298.15	uncertainty is too high
R04982	-373.1	11.8	6.5	0.1	298.15	
R04983	nan	nan	6.5	0.1	298.15	uncertainty is too high
R04984	nan	nan	6.5	0.1	298.15	uncertainty is too high
R04985	13.9	6.5	6.5	0.1	298.15	
R04986	-13.9	6.5	6.5	0.1	298.15	
R04987	-445.2	7.0	6.5	0.1	298.15	
R04988	nan	nan	6.5	0.1	298.15	uncertainty is too high
R04989	-435.4	11.8	6.5	0.1	298.15	
R04990	nan	nan	6.5	0.1	298.15	uncertainty is too high
R04993	nan	nan	6.5	0.1	298.15	uncertainty is too high
R04996	-31.2	2.2	6.5	0.1	298.15	
R04998	38.7	4.7	6.5	0.1	298.15	
R04999	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05000	-74.2	5.4	6.5	0.1	298.15	
R05001	-203.2	3.6	6.5	0.1	298.15	
R05002	-6.2	8.0	6.5	0.1	298.15	
R05010	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05030	-10.2	4.4	6.5	0.1	298.15	
R05032	-11.9	8.2	6.5	0.1	298.15	
R05035	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05036	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05037	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05038	10.0	3.1	6.5	0.1	298.15	
R05039	-460.4	9.4	6.5	0.1	298.15	
R05040	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05041	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05043	0.0	0.0	6.5	0.1	298.15	
R05044	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05045	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05046	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05048	-5.8	2.4	6.5	0.1	298.15	
R05049	-33.7	2.2	6.5	0.1	298.15	
R05050	-30.4	2.2	6.5	0.1	298.15	
R05051	31.3	2.2	6.5	0.1	298.15	
R05052	-8.7	3.6	6.5	0.1	298.15	
R05053	6.7	3.6	6.5	0.1	298.15	
R05055	-2.8	4.3	6.5	0.1	298.15	
R05056	-56.0	7.1	6.5	0.1	298.15	
R05057	56.0	7.1	6.5	0.1	298.15	
R05058	-77.3	6.2	6.5	0.1	298.15	
R05059	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05060	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05061	-5.3	6.6	6.5	0.1	298.15	
R05062	34.9	10.5	6.5	0.1	298.15	
R05063	20.3	9.2	6.5	0.1	298.15	
R05064	-22.2	15.3	6.5	0.1	298.15	
R05066	26.0	2.0	6.5	0.1	298.15	
R05068	24.5	2.0	6.5	0.1	298.15	
R05069	0.0	0.0	6.5	0.1	298.15	
R05070	-35.5	2.7	6.5	0.1	298.15	
R05071	0.0	0.0	6.5	0.1	298.15	
R05072	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05074	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05075	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05076	-3.2	3.7	6.5	0.1	298.15	
R05077	29.2	3.5	6.5	0.1	298.15	
R05078	3.2	3.7	6.5	0.1	298.15	
R05079	28.3	5.3	6.5	0.1	298.15	
R05080	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05081	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05083	-17.2	4.2	6.5	0.1	298.15	
R05084	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05085	-9.4	3.6	6.5	0.1	298.15	
R05086	-14.4	2.4	6.5	0.1	298.15	
R05087	-23.9	6.1	6.5	0.1	298.15	
R05088	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05089	-196.4	4.5	6.5	0.1	298.15	
R05090	-451.9	34.6	6.5	0.1	298.15	
R05092	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05097	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05098	-83.6	7.6	6.5	0.1	298.15	
R05099	-31.5	2.2	6.5	0.1	298.15	
R05100	-5.3	10.4	6.5	0.1	298.15	
R05102	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05105	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05106	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05107	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05108	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05109	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05110	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05111	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05112	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05113	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05114	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05115	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05116	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05117	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05118	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05119	-31.3	2.2	6.5	0.1	298.15	
R05120	-92.1	11.1	6.5	0.1	298.15	
R05121	34.9	10.5	6.5	0.1	298.15	
R05122	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05123	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05124	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05125	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05126	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05127	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05128	74.7	11.7	6.5	0.1	298.15	
R05129	-96.0	10.8	6.5	0.1	298.15	
R05130	-67.0	8.4	6.5	0.1	298.15	
R05131	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05132	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05133	33.7	5.0	6.5	0.1	298.15	
R05134	33.6	5.0	6.5	0.1	298.15	
R05135	-31.2	5.7	6.5	0.1	298.15	
R05136	-9.9	4.1	6.5	0.1	298.15	
R05137	-71.9	8.9	6.5	0.1	298.15	
R05138	59.8	2.8	6.5	0.1	298.15	
R05141	-13.4	3.5	6.5	0.1	298.15	
R05142	-13.4	3.5	6.5	0.1	298.15	
R05144	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05145	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05146	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05147	17.3	2.3	6.5	0.1	298.15	
R05148	-399.8	13.6	6.5	0.1	298.15	
R05149	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05150	-38.3	14.9	6.5	0.1	298.15	
R05151	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05152	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05153	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05154	-444.2	7.0	6.5	0.1	298.15	
R05155	-364.7	15.1	6.5	0.1	298.15	
R05156	-468.9	8.1	6.5	0.1	298.15	
R05157	-354.1	12.5	6.5	0.1	298.15	
R05158	-444.2	7.0	6.5	0.1	298.15	
R05162	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05163	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05164	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05165	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05166	-9.0	7.3	6.5	0.1	298.15	
R05167	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05168	-7.2	3.5	6.5	0.1	298.15	
R05169	-40.5	9.2	6.5	0.1	298.15	
R05170	-32.3	9.1	6.5	0.1	298.15	
R05171	-24.2	9.0	6.5	0.1	298.15	
R05172	15.9	3.1	6.5	0.1	298.15	
R05173	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05174	-86.9	6.6	6.5	0.1	298.15	
R05175	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05176	0.0	0.0	6.5	0.1	298.15	
R05177	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05179	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05180	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05181	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05182	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05183	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05185	-512.9	48.2	6.5	0.1	298.15	
R05198	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05199	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05202	26.5	2.7	6.5	0.1	298.15	
R05207	3.4	4.6	6.5	0.1	298.15	
R05209	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05210	453.4	7.8	6.5	0.1	298.15	
R05211	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05212	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05213	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05214	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05215	453.4	7.8	6.5	0.1	298.15	
R05216	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05217	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05218	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05219	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05220	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05221	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05222	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05223	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05224	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05225	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05226	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05227	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05228	1048.7	22.4	6.5	0.1	298.15	
R05229	447.1	9.3	6.5	0.1	298.15	
R05230	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05231	27.0	2.0	6.5	0.1	298.15	
R05232	26.0	2.0	6.5	0.1	298.15	
R05233	26.0	2.0	6.5	0.1	298.15	
R05234	26.0	2.0	6.5	0.1	298.15	
R05235	-31.3	2.2	6.5	0.1	298.15	
R05236	-33.3	4.5	6.5	0.1	298.15	
R05237	-92.6	2.3	6.5	0.1	298.15	
R05238	-92.6	2.3	6.5	0.1	298.15	
R05239	-99.9	13.3	6.5	0.1	298.15	
R05240	31.9	10.8	6.5	0.1	298.15	
R05241	-99.9	13.3	6.5	0.1	298.15	
R05243	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05244	-98.6	16.7	6.5	0.1	298.15	
R05245	-252.3	10.9	6.5	0.1	298.15	
R05246	-253.9	11.2	6.5	0.1	298.15	
R05247	-454.6	14.5	6.5	0.1	298.15	
R05248	-249.4	10.8	6.5	0.1	298.15	
R05249	-445.2	7.0	6.5	0.1	298.15	
R05250	445.2	7.0	6.5	0.1	298.15	
R05251	-127.9	2.2	6.5	0.1	298.15	
R05252	98.7	7.0	6.5	0.1	298.15	
R05255	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05256	-250.4	10.8	6.5	0.1	298.15	
R05257	-250.5	10.8	6.5	0.1	298.15	
R05258	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05259	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05260	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05261	-322.8	12.9	6.5	0.1	298.15	
R05262	-323.8	13.0	6.5	0.1	298.15	
R05263	-322.8	12.9	6.5	0.1	298.15	
R05264	-323.8	13.0	6.5	0.1	298.15	
R05265	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05266	-398.1	6.1	6.5	0.1	298.15	
R05267	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05268	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05269	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05270	-187.9	6.3	6.5	0.1	298.15	
R05271	26.0	2.0	6.5	0.1	298.15	
R05272	-32.5	2.2	6.5	0.1	298.15	
R05273	496.8	6.2	6.5	0.1	298.15	
R05274	-370.1	7.5	6.5	0.1	298.15	
R05275	31.8	10.8	6.5	0.1	298.15	
R05276	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05277	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05278	-307.5	10.5	6.5	0.1	298.15	
R05279	-407.6	8.1	6.5	0.1	298.15	
R05280	407.6	8.1	6.5	0.1	298.15	
R05281	-398.1	6.1	6.5	0.1	298.15	
R05282	26.0	2.0	6.5	0.1	298.15	
R05283	26.0	2.0	6.5	0.1	298.15	
R05284	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05285	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05286	-31.3	2.2	6.5	0.1	298.15	
R05287	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05288	-398.1	6.1	6.5	0.1	298.15	
R05289	-30.3	2.2	6.5	0.1	298.15	
R05290	-399.8	13.6	6.5	0.1	298.15	
R05291	-400.8	13.6	6.5	0.1	298.15	
R05292	-36.7	13.5	6.5	0.1	298.15	
R05293	-35.7	13.5	6.5	0.1	298.15	
R05294	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05295	-245.8	10.3	6.5	0.1	298.15	
R05296	-39.9	3.4	6.5	0.1	298.15	
R05297	-0.7	2.9	6.5	0.1	298.15	
R05298	-10.7	2.5	6.5	0.1	298.15	
R05299	-305.1	10.5	6.5	0.1	298.15	
R05300	-3.6	7.0	6.5	0.1	298.15	
R05301	-601.6	15.6	6.5	0.1	298.15	
R05302	-461.5	9.5	6.5	0.1	298.15	
R05303	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05304	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05305	23.5	1.9	6.5	0.1	298.15	
R05307	-27.3	4.9	6.5	0.1	298.15	
R05308	-82.1	13.4	6.5	0.1	298.15	
R05309	-36.7	13.5	6.5	0.1	298.15	
R05310	-68.7	12.4	6.5	0.1	298.15	
R05311	66.1	2.7	6.5	0.1	298.15	
R05312	-68.7	12.4	6.5	0.1	298.15	
R05313	-23.7	11.5	6.5	0.1	298.15	
R05314	-36.7	13.5	6.5	0.1	298.15	
R05315	9.2	3.0	6.5	0.1	298.15	
R05316	-0.4	7.0	6.5	0.1	298.15	
R05317	-85.6	12.5	6.5	0.1	298.15	
R05318	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05320	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05321	-399.5	6.9	6.5	0.1	298.15	
R05322	-399.5	6.9	6.5	0.1	298.15	
R05323	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05324	-61.9	5.3	6.5	0.1	298.15	
R05325	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05326	9.1	6.3	6.5	0.1	298.15	
R05328	0.8	5.2	6.5	0.1	298.15	
R05329	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05330	26.9	6.4	6.5	0.1	298.15	
R05331	-111.2	27.5	6.5	0.1	298.15	
R05332	-15.7	7.7	6.5	0.1	298.15	
R05333	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05334	-93.2	9.0	6.5	0.1	298.15	
R05335	6.1	14.9	6.5	0.1	298.15	
R05336	-22.3	15.3	6.5	0.1	298.15	
R05337	-0.1	3.8	6.5	0.1	298.15	
R05338	-26.4	3.3	6.5	0.1	298.15	
R05339	-13.9	3.3	6.5	0.1	298.15	
R05341	-208.0	16.5	6.5	0.1	298.15	
R05344	-463.7	6.1	6.5	0.1	298.15	
R05345	-222.4	3.4	6.5	0.1	298.15	
R05346	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05347	26.0	2.0	6.5	0.1	298.15	
R05348	26.0	2.0	6.5	0.1	298.15	
R05349	9.2	3.0	6.5	0.1	298.15	
R05350	10.2	3.1	6.5	0.1	298.15	
R05351	-38.2	7.3	6.5	0.1	298.15	
R05352	23.5	1.9	6.5	0.1	298.15	
R05353	-32.5	2.2	6.5	0.1	298.15	
R05354	-23.7	11.5	6.5	0.1	298.15	
R05355	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05356	9.7	8.2	6.5	0.1	298.15	
R05357	-57.7	11.0	6.5	0.1	298.15	
R05358	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05359	-56.3	8.5	6.5	0.1	298.15	
R05360	-49.1	5.0	6.5	0.1	298.15	
R05361	-55.6	6.1	6.5	0.1	298.15	
R05362	-49.4	3.2	6.5	0.1	298.15	
R05363	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05364	-49.4	3.2	6.5	0.1	298.15	
R05365	-50.2	5.0	6.5	0.1	298.15	
R05366	-61.8	5.3	6.5	0.1	298.15	
R05367	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05368	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05369	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05370	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05371	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05372	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05373	-31.1	7.0	6.5	0.1	298.15	
R05374	-21.5	6.1	6.5	0.1	298.15	
R05375	-12.5	6.5	6.5	0.1	298.15	
R05376	22.7	6.1	6.5	0.1	298.15	
R05377	-17.6	6.5	6.5	0.1	298.15	
R05378	-2.2	8.7	6.5	0.1	298.15	
R05379	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05380	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05381	16.4	9.5	6.5	0.1	298.15	
R05382	-37.6	15.7	6.5	0.1	298.15	
R05383	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05384	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05385	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05386	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05387	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05388	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05389	0.0	0.0	6.5	0.1	298.15	
R05390	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05391	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05392	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05393	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05394	4.9	7.0	6.5	0.1	298.15	
R05395	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05396	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05397	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05398	-10.9	5.9	6.5	0.1	298.15	
R05399	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05400	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05401	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05402	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05403	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05404	-253.1	10.3	6.5	0.1	298.15	
R05405	-250.7	11.5	6.5	0.1	298.15	
R05406	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05407	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05408	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05409	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05410	-265.7	17.1	6.5	0.1	298.15	
R05411	-253.3	10.9	6.5	0.1	298.15	
R05412	-341.9	14.0	6.5	0.1	298.15	
R05413	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05414	-433.9	20.6	6.5	0.1	298.15	
R05415	-252.3	10.9	6.5	0.1	298.15	
R05416	-253.1	10.3	6.5	0.1	298.15	
R05417	-399.0	13.2	6.5	0.1	298.15	
R05418	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05419	-602.1	9.8	6.5	0.1	298.15	
R05420	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05421	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05422	-411.3	6.4	6.5	0.1	298.15	
R05423	-328.6	25.4	6.5	0.1	298.15	
R05424	6.3	3.3	6.5	0.1	298.15	
R05425	-400.2	6.1	6.5	0.1	298.15	
R05426	-442.2	6.6	6.5	0.1	298.15	
R05427	-330.6	6.4	6.5	0.1	298.15	
R05428	-399.8	13.6	6.5	0.1	298.15	
R05429	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05430	-392.1	16.8	6.5	0.1	298.15	
R05431	-479.5	7.6	6.5	0.1	298.15	
R05432	-394.1	16.9	6.5	0.1	298.15	
R05433	-481.5	7.6	6.5	0.1	298.15	
R05434	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05435	-389.9	25.4	6.5	0.1	298.15	
R05436	-391.9	25.4	6.5	0.1	298.15	
R05437	-392.1	16.8	6.5	0.1	298.15	
R05438	-394.1	16.9	6.5	0.1	298.15	
R05439	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05440	-399.0	13.2	6.5	0.1	298.15	
R05441	-445.2	7.0	6.5	0.1	298.15	
R05442	-398.1	6.1	6.5	0.1	298.15	
R05443	-398.1	6.1	6.5	0.1	298.15	
R05444	-438.7	10.9	6.5	0.1	298.15	
R05445	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05446	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05447	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05448	-445.6	7.0	6.5	0.1	298.15	
R05449	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05450	-444.2	7.0	6.5	0.1	298.15	
R05451	16.8	16.6	6.5	0.1	298.15	
R05452	-8.4	15.3	6.5	0.1	298.15	
R05453	-27.5	3.2	6.5	0.1	298.15	
R05454	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05455	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05456	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05459	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05462	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05463	-444.2	7.0	6.5	0.1	298.15	
R05465	-119.5	13.5	6.5	0.1	298.15	
R05466	-449.3	9.2	6.5	0.1	298.15	
R05467	6.6	14.6	6.5	0.1	298.15	
R05468	-595.4	24.9	6.5	0.1	298.15	
R05469	-525.9	11.0	6.5	0.1	298.15	
R05470	-251.6	3.1	6.5	0.1	298.15	
R05471	-27.0	2.0	6.5	0.1	298.15	
R05472	-11.8	11.5	6.5	0.1	298.15	
R05473	-610.1	4.1	6.5	0.1	298.15	
R05474	6.1	6.5	6.5	0.1	298.15	
R05475	-422.9	9.2	6.5	0.1	298.15	
R05476	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05477	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05478	-3.9	2.9	6.5	0.1	298.15	
R05479	166.3	1.7	6.5	0.1	298.15	
R05480	257.4	6.4	6.5	0.1	298.15	
R05481	127.9	2.2	6.5	0.1	298.15	
R05482	-198.6	8.1	6.5	0.1	298.15	
R05483	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05484	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05485	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05486	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05487	-445.8	8.6	6.5	0.1	298.15	
R05488	-384.3	10.6	6.5	0.1	298.15	
R05489	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05490	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05491	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05492	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05493	-313.0	10.7	6.5	0.1	298.15	
R05495	4.1	1.8	6.5	0.1	298.15	
R05496	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05497	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05498	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05499	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05500	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05501	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05502	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05503	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05504	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05505	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05506	-32.7	2.7	6.5	0.1	298.15	
R05507	-0.2	3.7	6.5	0.1	298.15	
R05508	3.4	15.2	6.5	0.1	298.15	
R05509	-4.9	15.3	6.5	0.1	298.15	
R05510	35.4	8.5	6.5	0.1	298.15	
R05511	96.1	12.8	6.5	0.1	298.15	
R05512	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05515	-26.0	2.0	6.5	0.1	298.15	
R05516	0.6	0.9	6.5	0.1	298.15	
R05518	-57.5	13.7	6.5	0.1	298.15	
R05519	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05520	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05521	-351.3	6.5	6.5	0.1	298.15	
R05522	-351.3	6.5	6.5	0.1	298.15	
R05526	-10.2	3.1	6.5	0.1	298.15	
R05527	0.0	0.0	6.5	0.1	298.15	
R05530	12.7	9.5	6.5	0.1	298.15	
R05531	-15.4	9.5	6.5	0.1	298.15	
R05532	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05533	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05534	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05535	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05536	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05537	-323.7	6.5	6.5	0.1	298.15	
R05538	10.8	5.3	6.5	0.1	298.15	
R05539	545.2	14.7	6.5	0.1	298.15	
R05540	556.3	13.7	6.5	0.1	298.15	
R05541	-422.7	9.2	6.5	0.1	298.15	
R05542	-422.7	9.2	6.5	0.1	298.15	
R05543	-115.6	25.0	6.5	0.1	298.15	
R05544	97.5	8.7	6.5	0.1	298.15	
R05545	-117.2	8.4	6.5	0.1	298.15	
R05546	73.5	21.3	6.5	0.1	298.15	
R05547	29.1	14.4	6.5	0.1	298.15	
R05548	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05549	12.0	9.9	6.5	0.1	298.15	
R05551	12.4	4.4	6.5	0.1	298.15	
R05552	-4.8	5.8	6.5	0.1	298.15	
R05553	-58.6	13.6	6.5	0.1	298.15	
R05554	-34.9	10.3	6.5	0.1	298.15	
R05555	-71.2	7.0	6.5	0.1	298.15	
R05558	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05559	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05560	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05561	-51.5	13.9	6.5	0.1	298.15	
R05562	-83.7	14.7	6.5	0.1	298.15	
R05563	-32.3	9.1	6.5	0.1	298.15	
R05564	-429.3	15.4	6.5	0.1	298.15	
R05565	-369.4	13.2	6.5	0.1	298.15	
R05566	-12.0	9.3	6.5	0.1	298.15	
R05567	-369.9	13.2	6.5	0.1	298.15	
R05568	-429.9	15.4	6.5	0.1	298.15	
R05569	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05570	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05571	17.3	2.3	6.5	0.1	298.15	
R05572	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05573	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05574	nan	nan	6.5	0.1	298.15	uncertainty is too high
R05575	23.5	1.9	6.5	0.1	298.15	
